,bookID,title,authors,quantity
8061,30977,The Black Road (Diablo #2),Mel Odom,7
8062,30978,Legacy of Blood (Diablo  #1),Richard A. Knaak,15
8063,30981,The Kingdom of Shadow (Diablo  #3),Richard A. Knaak,15
8064,30982,Scales of the Serpent (Diablo: The Sin War  #2),Richard A. Knaak,23
8065,30985,El Escorpion: La Marca del Diablo: El Escorpion: The Mark of the Devil,Stephen Desberg/Enrico Marini,15
8066,30992,Diablo II Ultimate Strategy Guide,Bart G. Farkas,7
8067,31004,El Diablo Cojuelo,Luis Vélez de Guevara,19
8068,31016,El diablo de la botella,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,11
8069,31030,Diabolo: Volume 1,Kei Kusunoki/Kaoru Ohashi,11
8070,31031,Japan (Lonely Planet Guide),Chris Rowthorn/Ray Bartlett/Justin Ellis,11
8071,31034,Pink Box: Inside Japan's Sex Clubs,Joan Sinclair/James Farrer,19
8072,31040,Japan at War:  An Oral History,Haruko Taya Cook/Theodore F. Cook,19
8073,31049,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,15
8074,31050,A Three Dog Life,Abigail Thomas,11
8075,31054,For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,11
8076,31067,Malcolm X Speaks: Selected Speeches and Statements,Malcolm X/George Breitman,23
8077,31071,Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,7
8078,31072,Under the Volcano,Malcolm Lowry,23
8079,31076,The New Knighthood: A History of the Order of the Temple,Malcolm Barber,15
8080,31080,Malcolm X: A Graphic Biography,Andrew Helfer/Randy DuBurke,15
8081,31082,Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,11
8082,31083,Bosnia: A Short History,Noel Malcolm,19
8083,31084,The Other Boleyn Girl,Philippa Gregory,7
8084,31087,The Last Boleyn,Karen Harper,19
8085,31088,The Rise and Fall of Anne Boleyn,Retha M. Warnicke,7
8086,31089,The Secret Diary of Anne Boleyn,Robin Maxwell,19
8087,31092,The Other Boleyn Girl,Philippa Gregory,11
8088,31093,Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,7
8089,31095,Lila's Child: An Inquiry into Quality,Robert M. Pirsig/Dan Glover,19
8090,31098,Swapping Lives,Jane Green,7
8091,31099,Babyville,Jane Green,7
8092,31100,To Have and to Hold,Jane Green,7
8093,31101,Mr. Maybe,Jane Green,15
8094,31102,Straight Talking,Jane Green,7
8095,31103,Spellbound,Jane Green,19
8096,31104,Babyville,Jane Green,19
8097,31105,This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,23
8098,31107,Bookends,Jane Green,7
8099,31113,Krik? Krak!: Récits,Edwidge Danticat/Nicole Tisserand,11
8100,31114,Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,19
8101,31115,The Farming of Bones,Edwidge Danticat,19
8102,31116,The Dew Breaker,Edwidge Danticat,23
8103,31122,I Capture the Castle,Dodie Smith,19
8104,31134,Conversations with Ernest Hemingway (Literary Conversations),Ernest Hemingway/Matthew J. Bruccoli,19
8105,31153,The Rapture: Who Will Face the Tribulation,Tim LaHaye,23
8106,31154,The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,11
8107,31157,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,23
8108,31160,The Earth and Its Peoples: Volume II,Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,23
8109,31166,The Earth and Its Peoples: A Global History  Volume C: Since 1750,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,15
8110,31171,The Life of Charlotte Brontë,Elizabeth Gaskell/Angus Easson,15
8111,31172,The Juvenilia of Jane Austen and Charlotte Brontë,Jane Austen/Charlotte Brontë/Frances Beer,11
8112,31174,Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,Charlotte Brontë/Emily Brontë/Anne Brontë,11
8113,31177,Morgan's Passing,Anne Tyler,23
8114,31178,Back When We Were Grownups,Anne Tyler,11
8115,31180,Celestial Navigation,Anne Tyler,7
8116,31181,Breathing Lessons,Anne Tyler,15
8117,31182,The Tin Can Tree,Anne Tyler,23
8118,31185,Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,7
8119,31186,Patience & Sarah,Isabel Miller/Emma Donoghue,7
8120,31196,The Razor's Edge,W. Somerset Maugham,15
8121,31200,Razor's Edge: The Unofficial History of the Falklands War,Hugh Bicheno/Richard   Holmes,11
8122,31204,Tom Jones,Henry Fielding/Doreen Roberts,19
8123,31208,Clarissa  Or The History of a Young Lady,Samuel Richardson/Sheila Ortiz Taylor,15
8124,31218,The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,19
8125,31219,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,7
8126,31220,The Celestine Vision: Living the New Spiritual Awareness,James Redfield,15
8127,31222,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne/James Redfield,23
8128,31226,The Janson Directive (Paul Janson  #1),Robert Ludlum,7
8129,31227,The Moscow Vector (Covert-One  #6),Patrick Larkin/Robert Ludlum,11
8130,31229,The Ambler Warning,Robert Ludlum,19
8131,31235,Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,Mark Twain/Susan K. Harris,15
8132,31242,Bleak House,Charles Dickens/Nicola Bradbury/Hablot Knight Browne,11
8133,31244,Our Mutual Friend,Charles Dickens,19
8134,31247,A Christmas Carol and Other Christmas Books,Charles Dickens/Robert Douglas-Fairhurst,7
8135,31250,Little Dorrit,Charles Dickens/Stephen J. Wall/Helen Small,15
8136,31253,Baseball: a Literary Anthology,Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,19
8137,31259,The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,19
8138,31260,The Sigma Protocol,Robert Ludlum,23
8139,31262,The Road to Gandolfo,Robert Ludlum/Michael  Shepherd,7
8140,31267,The Arctic Event (Covert-One  #7),James H. Cobb/Robert Ludlum,15
8141,31270,The Altman Code (Covert-One  #4),Gayle Lynds/Robert Ludlum/Don Leslie,15
8142,31271,The Matlock Paper,Robert Ludlum,7
8143,31294,Fat Pig,Neil LaBute,7
8144,31299,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,19
8145,31300,A Caribbean Mystery (Miss Marple  #10),Agatha Christie,19
8146,31302,Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,7
8147,31303,At Bertram's Hotel,Agatha Christie,11
8148,31304,Nemesis (Miss Marple  #12),Agatha Christie,7
8149,31305,A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,7
8150,31306,Murder at the Vicarage (Miss Marple  #1),Agatha Christie,23
8151,31307,Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,7
8152,31312,The Dance of Anger,Harriet Lerner,11
8153,31313,Dance of the Gods (Circle Trilogy  #2),Nora Roberts,15
8154,31314,Barnyard Dance,Sandra Boynton,19
8155,31316,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,11
8156,31318,4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,15
8157,31331,Blood Canticle (The Vampire Chronicles #10),Anne Rice,23
8158,31332,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,11
8159,31333,Violin,Anne Rice,23
8160,31335,Cry to Heaven,Anne Rice,15
8161,31340,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,11
8162,31341,Blood And Gold (The Vampire Chronicles  #8),Anne Rice,11
8163,31345,Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,15
8164,31350,Lovelock (Mayflower Trilogy  #1),Orson Scott Card/Kathryn H. Kidd,23
8165,31351,Treasure Box,Orson Scott Card,15
8166,31352,Songmaster,Orson Scott Card,15
8167,31353,Stone Tables,Orson Scott Card,7
8168,31356,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,7
8169,31358,Hart's Hope,Orson Scott Card,23
8170,31360,Children of the Mind (Ender's Saga  #4),Orson Scott Card,23
8171,31361,Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,11
8172,31363,How to Write Science Fiction & Fantasy,Orson Scott Card,11
8173,31364,What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,19
8174,31365,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,15
8175,31366,Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,7
8176,31371,Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,23
8177,31373,In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,15
8178,31378,A Woman's High Calling Growth and Study Guide,Elizabeth George,11
8179,31382,Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,19
8180,31384,Loving God with All Your Mind,Elizabeth George,19
8181,31386,Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,19
8182,31389,Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,23
8183,31401,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,19
8184,31414,Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren/Eilat Negev,19
8185,31420,The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,11
8186,31421,Letters Home,Sylvia Plath,11
8187,31434,The Poetry of Sylvia Plath,Claire Brennan,11
8188,31437,Black Boy,Richard Wright/Edward P. Jones,7
8189,31441,Angry Black White Boy,Adam Mansbach,19
8190,31442,Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster/Erin McCarthy/Morgan Leigh,23
8191,31456,The Twits,Roald Dahl/Quentin Blake,7
8192,31462,Far from the Madding Crowd,Thomas Hardy/Suzanne Keen,23
8193,31463,Far From the Madding Crowd,Thomas Hardy/Rosemarie Morgan/Shannon Russell,19
8194,31465,Far From the Madding Crowd,Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires,19
8195,31466,Far from the Madding Crowd,Thomas Hardy,19
8196,31472,Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,7
8197,31474,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,7
8198,31476,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,7
8199,31478,Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull/Michael J. Broadway/Eric Schlosser,11
8200,31481,Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,19
8201,31482,Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows/Georgie Ripper,15
8202,31483,Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows/Georgie Ripper,11
8203,31484,Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,7
8204,31486,Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows/Georgie Ripper,11
8205,31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,19
8206,31488,The Rainbow Goblins,Ul De Rico,23
8207,31490,The Serpent and the Rainbow,Wade Davis,7
8208,31491,The Rainbow,D.H. Lawrence/Daphne Merkin,7
8209,31493,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,15
8210,31502,The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,11
8211,31505,Adventures of the Scarlet Pimpernel,Emmuska Orczy,11
8212,31507,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,15
8213,31548,Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,7
8214,31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,7
8215,31569,Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford/Naomi Duguid,7
8216,31570,Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,19
8217,31573,50 Great Curries of India,Camellia Panjabi,11
8218,31578,Curries Without Worries,Sudha Koul/Warner Books,15
8219,31580,In Search of Duende,Federico García Lorca/Norman Thomas di Giovanni,15
8220,31582,The Selected Poems of Federico García Lorca,Federico García Lorca,23
8221,31591,Lorca & Jimenez: Selected Poems,Federico García Lorca/Juan Ramón Jiménez/Robert Bly,15
8222,31607,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,15
8223,31611,Seminar on Nietzsche's Zarathustra,C.G. Jung/James L. Jarrett,15
8224,31615,The Polar Express,Chris Van Allsburg,11
8225,31619,Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,11
8226,31623,Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,23
8227,31626,The Gift of the Magi and Other Short Stories,O. Henry,7
8228,31628,James and the Giant Peach,Roald Dahl/Nancy Ekholm Burkert,11
8229,31637,Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,7
8230,31638,The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,15
8231,31641,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,15
8232,31644,The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,11
8233,31647,James and the Giant Peach,Roald Dahl/Quentin Blake,23
8234,31648,James and the Giant Peach: a Play,Richard R. George/Roald Dahl,23
8235,31649,James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,7
8236,31659,The Progress of Love,Alice Munro,7
8237,31669,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,7
8238,31670,The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,11
8239,31672,The Complete Novels,Jane Austen/Karen Joy Fowler,15
8240,31673,The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,19
8241,31676,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,7
8242,31678,Jane Austen: A Life,Carol Shields,11
8243,31692,The Complete Novels of Jane Austen,Jane Austen,11
8244,31693,Persuasion,Jane Austen/Gillian Beer,7
8245,31694,The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,23
8246,31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,19
8247,31698,Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,11
8248,31722,Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,11
8249,31728,Silent Running,James F. Calvert,23
8250,31740,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,19
8251,31742,The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,15
8252,31761,El Dia Que Nietzsche Lloró,Irvin D. Yalom,23
8253,31763,Zur Genealogie der Moral,Friedrich Nietzsche,11
8254,31784,Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,11
8255,31785,The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,15
8256,31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,7
8257,31800,The Oxford Companion to Philosophy,Ted Honderich,19
8258,31802,South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,23
8259,31804,Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,23
8260,31813,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,19
8261,31814,Philosophy for Dummies,Tom Morris,15
8262,31818,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,7
8263,31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,11
8264,31822,Philosophy of Religion: An Anthology,Louis P. Pojman,23
8265,31823,A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,11
8266,31826,Western Philosophy: An Anthology,John Cottingham,23
8267,31833,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,19
8268,31836,Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,23
8269,31837,The Consolation of Philosophy,Boethius/Victor Watts,23
8270,31839,Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,11
8271,31842,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,11
8272,31849,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,7
8273,31851,An Introduction to Political Philosophy,Jonathan Wolff,23
8274,31853,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,23
8275,31854,Philosophy: The Basics,Nigel Warburton,7
8276,31855,A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,11
8277,31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,7
8278,31860,Practical Philosophy,Immanuel Kant/Mary J. Gregor,23
8279,31862,Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,23
8280,31864,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,19
8281,31868,Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,11
8282,31871,History of Political Philosophy,Leo Strauss/Joseph Cropsey,7
8283,31875,What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,7
8284,31876,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,19
8285,31878,Seinfeld and Philosophy,William Irwin,19
8286,31880,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,15
8287,31881,Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,15
8288,31882,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,11
8289,31891,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,23
8290,31894,Ancient Philosophy,Anthony Kenny,15
8291,31898,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,23
8292,31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,11
8293,31904,Philosophy of Religion,John Harwood Hick,23
8294,31910,Early Greek Philosophy,Jonathan Barnes,23
8295,31911,Contemporary Political Philosophy,Will Kymlicka,19
8296,31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,11
8297,31916,Philosophy: The Classics,Nigel Warburton,23
8298,31917,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,11
8299,31923,Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,15
8300,31925,Philosophy Made Simple,Robert Hellenga,15
8301,31929,The Philosophy of Biology,David L. Hull/Michael Ruse,23
8302,31938,Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,11
8303,31947,Philosophy and the Mirror of Nature,Richard M. Rorty,7
8304,31960,The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,15
8305,31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,15
8306,31974,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,15
8307,31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,23
8308,31976,FINAL FANTASY X Official Strategy Guide,Dan Birlew,23
8309,31978,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,23
8310,31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,7
8311,31980,Cross-X,Joe  Miller,19
8312,31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,15
8313,31983,X/1999  Volume 01: Prelude,CLAMP,7
8314,31985,X/1999  Volume 02: Overture,CLAMP/Fred Burke,15
8315,31992,鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,19
8316,31993,鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,7
8317,31994,鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,19
8318,31995,鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,7
8319,31996,鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,15
8320,31997,鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,11
8321,31998,鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,19
8322,31999,鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,7
8323,32016,The Gospel According to Job,Mike Mason,15
8324,32039,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,19
8325,32053,The Complete Poems (Poetry Library),D.H. Lawrence,11
8326,32060,Complete Short Stories  Vol 2,D.H. Lawrence,23
8327,32065,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,19
8328,32070,The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,15
8329,32071,Sons and Lovers,D.H. Lawrence/Geoff Dyer,19
8330,32075,The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,7
8331,32078,Amnesia Moon,Jonathan Lethem,23
8332,32080,Paul Revere's Ride,David Hackett Fischer,15
8333,32082,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,11
8334,32083,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,19
8335,32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,19
8336,32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,19
8337,32097,The Age of Grief,Jane Smiley,23
8338,32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,23
8339,32102,Venetia,Georgette Heyer,11
8340,32103,Lady of Quality,Georgette Heyer,15
8341,32104,False Colours,Georgette Heyer,19
8342,32105,Sylvester,Georgette Heyer/Joan Wolf,11
8343,32106,The Convenient Marriage,Georgette Heyer,7
8344,32107,Sprig Muslin,Georgette Heyer,15
8345,32108,The Talisman Ring,Georgette Heyer,7
8346,32110,The Nonesuch,Georgette Heyer,15
8347,32111,The Foundling,Georgette Heyer/Kay Hooper,23
8348,32113,Ali and Nino,Kurban Said/Jenia Graman,23
8349,32115,Ali und Nino,Kurban Said,7
8350,32121,Last Rights (Francis Hancock #1),Barbara Nadel,19
8351,32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,23
8352,32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,11
8353,32125,After the Mourning (Francis Hancock #2),Barbara Nadel,19
8354,32129,Spiritual Midwifery,Ina May Gaskin,7
8355,32130,Monday Night Class,Stephen Gaskin,19
8356,32137,Summer of the Dragon,Elizabeth Peters,15
8357,32138,Devil May Care,Elizabeth Peters,7
8358,32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,11
8359,32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,23
8360,32154,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,15
8361,32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,11
8362,32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,11
8363,32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,23
8364,32181,Zelda's Cut,Philippa Gregory,11
8365,32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,23
8366,32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,19
8367,32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,15
8368,32189,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,7
8369,32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,7
8370,32199,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,19
8371,32202,Asfixia,Chuck Palahniuk,23
8372,32213,Expectant Father,Melinda Curtis,23
8373,32226,Horse Heaven,Jane Smiley,7
8374,32234,White Oleander,Janet Fitch,7
8375,32241,The Night Remembers (Night  #1),Kathleen Eagle,7
8376,32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,7
8377,32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,7
8378,32256,Call After Midnight & Under The Knife,Tess Gerritsen,15
8379,32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,11
8380,32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,7
8381,32262,Life Support,Tess Gerritsen,23
8382,32264,The Family that Couldn't Sleep,D.T. Max,23
8383,32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,19
8384,32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,23
8385,32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,19
8386,32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,7
